visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
4872,216,2024-04-23,SW-12,Post-Placement Monitoring,Community Center,Santos (Parent); Santos (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement
4873,216,2024-04-26,SW-02,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,False,Follow-up scheduled,Favorable
4874,216,2024-04-26,SW-05,Routine Follow-Up,Family Home,Santos (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4875,216,2024-04-28,SW-19,Reintegration Assessment,Church,Rivera (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,True,False,Follow-up scheduled,Inconclusive
4876,216,2024-05-17,SW-04,Routine Follow-Up,Family Home,Diaz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
4877,216,2024-05-24,SW-04,Reintegration Assessment,Proposed Foster Home,Cruz (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4878,216,2024-06-29,SW-01,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
4879,216,2024-07-23,SW-13,Reintegration Assessment,School,Lopez (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
4880,216,2024-08-02,SW-03,Post-Placement Monitoring,Proposed Foster Home,Reyes (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
4881,216,2024-09-04,SW-01,Routine Follow-Up,Barangay Office,Lopez (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
4882,216,2024-09-13,SW-12,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4883,216,2024-09-14,SW-16,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,Follow-up scheduled,Inconclusive
4884,216,2024-09-22,SW-08,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement
4885,216,2024-09-29,SW-03,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
4886,216,2024-10-02,SW-08,Emergency,Barangay Office,None,Visitation for emergency,Visit observations recorded during emergency.,Neutral,True,True,,Needs Improvement
4887,216,2024-12-07,SW-16,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Inconclusive
4888,216,2025-01-23,SW-09,Emergency,Proposed Foster Home,None,Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4889,216,2025-02-15,SW-17,Routine Follow-Up,Church,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
4890,216,2025-02-18,SW-07,Reintegration Assessment,Community Center,Garcia (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
4891,216,2025-02-21,SW-17,Routine Follow-Up,Church,Reyes (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4892,216,2025-02-26,SW-17,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Unfavorable
4893,216,2025-03-16,SW-05,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
4894,216,2025-03-27,SW-20,Post-Placement Monitoring,Proposed Foster Home,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
4895,216,2025-05-01,SW-09,Routine Follow-Up,School,Garcia (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Needs Improvement
4896,216,2025-07-05,SW-15,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
4897,216,2025-07-06,SW-10,Post-Placement Monitoring,Barangay Office,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
4898,216,2025-07-25,SW-18,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Favorable
4899,216,2025-07-29,SW-12,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
4900,216,2025-08-03,SW-07,Reintegration Assessment,Proposed Foster Home,Garcia (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,,Inconclusive
4901,216,2025-08-06,SW-13,Initial Assessment,Church,Reyes (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
4902,216,2025-09-23,SW-16,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
4903,216,2025-09-27,SW-06,Reintegration Assessment,Family Home,Garcia (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement
4904,216,2025-09-28,SW-02,Reintegration Assessment,Barangay Office,Reyes (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
4905,216,2025-10-14,SW-05,Routine Follow-Up,Barangay Office,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4906,216,2025-10-28,SW-02,Initial Assessment,Church,Flores (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Unfavorable
4907,216,2025-11-24,SW-20,Routine Follow-Up,Church,Flores (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Needs Improvement
4908,216,2025-12-05,SW-17,Reintegration Assessment,Barangay Office,Flores (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement
4909,216,2025-12-24,SW-03,Routine Follow-Up,Church,Reyes (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4910,216,2026-01-21,SW-07,Initial Assessment,School,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
4911,216,2026-01-21,SW-10,Post-Placement Monitoring,Community Center,Torres (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Favorable
4912,216,2026-01-27,SW-08,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,,Inconclusive
4913,216,2026-02-01,SW-13,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement
4914,216,2026-02-06,SW-04,Emergency,Family Home,None,Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,,Favorable
4915,216,2026-02-28,SW-20,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
4916,217,2024-01-14,SW-01,Initial Assessment,Family Home,Torres (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,,Favorable
4917,217,2024-03-22,SW-15,Routine Follow-Up,School,Garcia (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4918,217,2024-08-13,SW-20,Post-Placement Monitoring,Family Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
4919,217,2024-09-02,SW-17,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
4920,217,2024-10-18,SW-20,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,,Favorable
4921,218,2024-11-10,SW-14,Routine Follow-Up,Community Center,Reyes (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
4922,218,2025-11-06,SW-05,Post-Placement Monitoring,School,Flores (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
4923,218,2026-01-11,SW-14,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable
4924,218,2026-01-19,SW-09,Initial Assessment,Family Home,Lopez (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
4925,219,2025-01-02,SW-12,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
4926,219,2025-02-09,SW-09,Post-Placement Monitoring,Community Center,Cruz (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,True,,Needs Improvement
4927,219,2025-03-26,SW-10,Reintegration Assessment,Barangay Office,Reyes (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,,Inconclusive
4928,219,2025-04-24,SW-14,Post-Placement Monitoring,Community Center,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Favorable
4929,219,2025-10-25,SW-16,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Favorable
4930,219,2025-11-27,SW-04,Initial Assessment,Proposed Foster Home,Diaz (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
4931,221,2024-04-11,SW-03,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
4932,221,2024-07-18,SW-13,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
4933,221,2024-08-12,SW-16,Reintegration Assessment,Church,Rivera (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,Follow-up scheduled,Inconclusive
4934,221,2024-08-22,SW-19,Routine Follow-Up,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Needs Improvement
4935,221,2024-08-28,SW-17,Reintegration Assessment,School,Reyes (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
4936,221,2024-08-30,SW-04,Emergency,Church,Flores (Parent); Torres (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,Follow-up scheduled,Favorable
4937,221,2024-09-29,SW-16,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,,Favorable
4938,221,2024-11-04,SW-15,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
4939,221,2024-11-07,SW-06,Routine Follow-Up,Church,Rivera (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4940,221,2024-11-10,SW-06,Routine Follow-Up,Church,Rivera (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement
4941,221,2024-11-28,SW-06,Routine Follow-Up,Barangay Office,Garcia (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
4942,221,2025-01-10,SW-17,Routine Follow-Up,Church,Flores (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
4943,221,2025-02-28,SW-11,Reintegration Assessment,Proposed Foster Home,Santos (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4944,221,2025-03-15,SW-18,Reintegration Assessment,Proposed Foster Home,Diaz (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4945,221,2025-06-18,SW-16,Initial Assessment,Family Home,Santos (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,False,Follow-up scheduled,Favorable
4946,221,2025-07-01,SW-06,Post-Placement Monitoring,Proposed Foster Home,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Inconclusive
4947,221,2025-09-12,SW-14,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
4948,221,2025-09-19,SW-18,Reintegration Assessment,School,Rivera (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4949,221,2025-09-29,SW-14,Routine Follow-Up,Proposed Foster Home,Rivera (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4950,221,2025-10-15,SW-07,Routine Follow-Up,Family Home,Rivera (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
4951,221,2025-10-25,SW-17,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
4952,221,2025-10-27,SW-20,Initial Assessment,Family Home,Flores (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4953,221,2025-11-08,SW-11,Routine Follow-Up,Church,Garcia (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable
4954,221,2025-12-25,SW-05,Post-Placement Monitoring,Community Center,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4955,221,2026-02-22,SW-13,Reintegration Assessment,Church,Santos (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
4956,221,2026-02-27,SW-09,Reintegration Assessment,Community Center,Mendoza (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
4957,222,2024-12-22,SW-13,Routine Follow-Up,Barangay Office,Garcia (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
4958,222,2025-01-02,SW-14,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Inconclusive
4959,222,2025-01-13,SW-09,Initial Assessment,Barangay Office,Diaz (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,,Favorable
4960,222,2025-04-11,SW-09,Emergency,Family Home,Mendoza (Parent); Santos (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
4961,222,2025-05-31,SW-07,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
4962,222,2025-06-01,SW-09,Post-Placement Monitoring,Community Center,Garcia (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement
4963,222,2025-07-19,SW-17,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4964,222,2025-10-09,SW-04,Routine Follow-Up,Barangay Office,Reyes (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
4965,222,2025-12-24,SW-19,Post-Placement Monitoring,Family Home,Torres (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
4966,222,2026-01-03,SW-04,Initial Assessment,Proposed Foster Home,Mendoza (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
4967,223,2024-07-28,SW-01,Reintegration Assessment,School,Diaz (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,Follow-up scheduled,Unfavorable
4968,223,2024-08-08,SW-14,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Unfavorable
4969,223,2024-08-13,SW-03,Reintegration Assessment,Family Home,Flores (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement
4970,223,2024-08-16,SW-05,Reintegration Assessment,Community Center,Mendoza (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4971,223,2024-09-26,SW-10,Reintegration Assessment,Community Center,Reyes (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
4972,223,2024-09-30,SW-18,Routine Follow-Up,Church,Reyes (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
4973,223,2024-10-05,SW-05,Routine Follow-Up,Proposed Foster Home,Diaz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Needs Improvement
4974,223,2024-11-25,SW-06,Reintegration Assessment,Community Center,Torres (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,,Favorable
4975,223,2024-12-19,SW-06,Emergency,Barangay Office,Flores (Parent); Lopez (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
4976,223,2025-01-30,SW-03,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable
4977,223,2025-02-07,SW-08,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
4978,223,2025-02-22,SW-08,Routine Follow-Up,Community Center,Mendoza (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,Follow-up scheduled,Inconclusive
4979,223,2025-03-13,SW-20,Routine Follow-Up,Barangay Office,Mendoza (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
4980,223,2025-04-10,SW-13,Reintegration Assessment,School,Garcia (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
4981,223,2025-04-20,SW-12,Routine Follow-Up,Community Center,Lopez (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Needs Improvement
4982,223,2025-05-08,SW-17,Initial Assessment,Community Center,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Needs Improvement
4983,223,2025-05-24,SW-15,Routine Follow-Up,Family Home,Lopez (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4984,223,2025-07-04,SW-18,Routine Follow-Up,Church,Santos (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
4985,223,2025-07-06,SW-09,Initial Assessment,Church,Mendoza (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
4986,223,2025-07-17,SW-02,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Needs Improvement
4987,224,2023-09-29,SW-08,Emergency,Church,Diaz (Parent); Santos (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,Follow-up scheduled,Inconclusive
4988,224,2023-10-20,SW-15,Post-Placement Monitoring,Family Home,Cruz (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
4989,224,2023-11-05,SW-03,Routine Follow-Up,Barangay Office,Mendoza (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Favorable
4990,224,2023-11-28,SW-06,Routine Follow-Up,Church,Reyes (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
4991,224,2023-12-09,SW-09,Initial Assessment,Barangay Office,Mendoza (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,,Needs Improvement
4992,224,2024-01-14,SW-14,Initial Assessment,School,Flores (Parent); Mendoza (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
4993,224,2024-03-18,SW-16,Initial Assessment,Barangay Office,Santos (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Favorable
4994,224,2024-05-02,SW-20,Routine Follow-Up,Proposed Foster Home,Diaz (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
4995,224,2024-05-07,SW-11,Emergency,Church,Santos (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
4996,224,2024-05-21,SW-08,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement
4997,224,2024-05-27,SW-08,Initial Assessment,Church,Mendoza (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
4998,224,2024-06-04,SW-20,Reintegration Assessment,Proposed Foster Home,Santos (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
4999,224,2024-06-23,SW-03,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
5000,224,2024-07-03,SW-02,Initial Assessment,Barangay Office,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,,Needs Improvement
5001,224,2024-07-26,SW-08,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
5002,224,2024-07-29,SW-08,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
5003,224,2024-08-06,SW-02,Routine Follow-Up,Church,Reyes (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,Follow-up scheduled,Favorable
5004,225,2023-02-23,SW-09,Routine Follow-Up,Church,Rivera (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
5005,225,2023-03-07,SW-14,Post-Placement Monitoring,Barangay Office,Garcia (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,False,,Favorable
5006,225,2023-03-21,SW-15,Emergency,School,None,Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,,Favorable
5007,225,2023-03-24,SW-04,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
5008,225,2023-05-28,SW-03,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
5009,225,2023-06-16,SW-06,Reintegration Assessment,Barangay Office,Rivera (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
5010,225,2023-08-05,SW-05,Routine Follow-Up,Barangay Office,Cruz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
5011,225,2023-08-12,SW-19,Post-Placement Monitoring,Community Center,Flores (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
5012,225,2023-09-05,SW-05,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,,Favorable
