plan_id,resident_id,plan_category,plan_description,services_provided,target_value,target_date,status,case_conference_date,created_at,updated_at
528,176,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Healing",4.2,2025-06-01,On Hold,,2024-10-01 00:00:00,2025-07-01 00:00:00
529,177,Safety,Maintain a stable and safe environment,Legal Services,4.2,2023-09-01,On Hold,2023-07-14,2023-04-01 00:00:00,2023-10-01 00:00:00
530,177,Education,Improve participation and course completion,Healing,0.85,2023-09-01,On Hold,2023-08-30,2023-04-01 00:00:00,2023-10-01 00:00:00
531,177,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching, Caring",4.2,2023-09-01,In Progress,,2023-04-01 00:00:00,2023-10-01 00:00:00
532,178,Safety,Maintain a stable and safe environment,Legal Services,4.2,2025-10-01,In Progress,,2025-03-01 00:00:00,2025-11-01 00:00:00
533,178,Education,Improve participation and course completion,"Caring, Healing, Teaching",0.85,2025-10-01,Open,,2025-03-01 00:00:00,2025-11-01 00:00:00
534,178,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Caring, Teaching",4.2,2025-10-01,Open,2025-03-31,2025-03-01 00:00:00,2025-11-01 00:00:00
535,179,Safety,Maintain a stable and safe environment,"Caring, Healing",4.2,2024-01-01,In Progress,2023-11-03,2023-06-01 00:00:00,2024-02-01 00:00:00
536,179,Education,Improve participation and course completion,"Caring, Legal Services, Teaching",0.85,2024-01-01,Open,2023-12-31,2023-06-01 00:00:00,2024-02-01 00:00:00
537,179,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Caring",4.2,2024-01-01,In Progress,2023-12-16,2023-06-01 00:00:00,2024-02-01 00:00:00
538,180,Safety,Maintain a stable and safe environment,Teaching,4.2,2024-05-01,Open,,2024-01-01 00:00:00,2024-06-01 00:00:00
539,180,Education,Improve participation and course completion,"Teaching, Legal Services, Caring",0.85,2024-05-01,In Progress,2024-02-03,2024-01-01 00:00:00,2024-06-01 00:00:00
540,180,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Legal Services, Healing",4.2,2024-05-01,Achieved,,2024-01-01 00:00:00,2024-06-01 00:00:00
541,181,Safety,Maintain a stable and safe environment,"Healing, Legal Services, Teaching",4.2,2024-02-01,On Hold,2023-11-01,2023-10-01 00:00:00,2024-03-01 00:00:00
542,181,Education,Improve participation and course completion,"Caring, Legal Services, Healing",0.85,2024-02-01,In Progress,2024-01-30,2023-10-01 00:00:00,2024-03-01 00:00:00
543,181,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Healing, Caring",4.2,2024-02-01,On Hold,2023-10-24,2023-10-01 00:00:00,2024-03-01 00:00:00
544,182,Safety,Maintain a stable and safe environment,Legal Services,4.2,2023-11-01,On Hold,2023-11-02,2023-03-01 00:00:00,2023-12-01 00:00:00
545,182,Education,Improve participation and course completion,"Healing, Caring",0.85,2023-11-01,Open,2023-04-26,2023-03-01 00:00:00,2023-12-01 00:00:00
546,182,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Caring, Teaching",4.2,2023-11-01,Achieved,2023-04-21,2023-03-01 00:00:00,2023-12-01 00:00:00
547,183,Safety,Maintain a stable and safe environment,Caring,4.2,2025-02-01,Open,,2024-05-01 00:00:00,2025-03-01 00:00:00
548,183,Education,Improve participation and course completion,"Caring, Teaching, Legal Services",0.85,2025-02-01,On Hold,2024-12-17,2024-05-01 00:00:00,2025-03-01 00:00:00
549,183,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Healing, Teaching",4.2,2025-02-01,Open,2025-01-29,2024-05-01 00:00:00,2025-03-01 00:00:00
550,184,Safety,Maintain a stable and safe environment,"Caring, Healing",4.2,2025-06-01,Open,2025-06-14,2024-09-01 00:00:00,2025-07-01 00:00:00
551,184,Education,Improve participation and course completion,Teaching,0.85,2025-06-01,In Progress,2025-05-21,2024-09-01 00:00:00,2025-07-01 00:00:00
552,184,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Legal Services",4.2,2025-06-01,In Progress,2025-05-06,2024-09-01 00:00:00,2025-07-01 00:00:00
553,185,Safety,Maintain a stable and safe environment,"Healing, Teaching, Legal Services",4.2,2024-08-01,In Progress,2024-08-10,2024-01-01 00:00:00,2024-09-01 00:00:00
554,185,Education,Improve participation and course completion,"Healing, Caring, Teaching",0.85,2024-08-01,In Progress,,2024-01-01 00:00:00,2024-09-01 00:00:00
555,185,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Healing, Caring",4.2,2024-08-01,Achieved,2024-07-06,2024-01-01 00:00:00,2024-09-01 00:00:00
556,186,Safety,Maintain a stable and safe environment,"Caring, Legal Services, Healing",4.2,2024-05-01,On Hold,2023-08-16,2023-08-01 00:00:00,2024-06-01 00:00:00
557,186,Education,Improve participation and course completion,"Legal Services, Healing",0.85,2024-05-01,In Progress,,2023-08-01 00:00:00,2024-06-01 00:00:00
558,186,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Caring, Legal Services",4.2,2024-05-01,Open,2023-12-15,2023-08-01 00:00:00,2024-06-01 00:00:00
559,187,Safety,Maintain a stable and safe environment,"Caring, Healing, Legal Services",4.2,2025-01-01,In Progress,2024-12-20,2024-06-01 00:00:00,2025-02-01 00:00:00
560,187,Education,Improve participation and course completion,"Legal Services, Healing",0.85,2025-01-01,In Progress,2024-08-02,2024-06-01 00:00:00,2025-02-01 00:00:00
561,187,Physical Health,Improve nutrition and overall wellbeing,"Healing, Legal Services, Teaching",4.2,2025-01-01,Open,2024-11-25,2024-06-01 00:00:00,2025-02-01 00:00:00
562,188,Safety,Maintain a stable and safe environment,"Healing, Teaching",4.2,2024-06-01,Achieved,,2024-02-01 00:00:00,2024-07-01 00:00:00
563,188,Education,Improve participation and course completion,"Teaching, Caring, Legal Services",0.85,2024-06-01,Open,2024-04-05,2024-02-01 00:00:00,2024-07-01 00:00:00
564,188,Physical Health,Improve nutrition and overall wellbeing,"Caring, Healing",4.2,2024-06-01,Open,2024-02-10,2024-02-01 00:00:00,2024-07-01 00:00:00
565,189,Safety,Maintain a stable and safe environment,"Caring, Healing, Legal Services",4.2,2025-11-01,Open,2025-07-17,2025-04-01 00:00:00,2025-12-01 00:00:00
566,189,Education,Improve participation and course completion,Teaching,0.85,2025-11-01,In Progress,2025-05-11,2025-04-01 00:00:00,2025-12-01 00:00:00
567,189,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching, Caring",4.2,2025-11-01,Open,,2025-04-01 00:00:00,2025-12-01 00:00:00
568,190,Safety,Maintain a stable and safe environment,Caring,4.2,2024-04-01,In Progress,2023-12-22,2023-10-01 00:00:00,2024-05-01 00:00:00
569,190,Education,Improve participation and course completion,"Teaching, Healing",0.85,2024-04-01,Achieved,2023-10-25,2023-10-01 00:00:00,2024-05-01 00:00:00
570,190,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Caring, Legal Services",4.2,2024-04-01,Open,2024-04-17,2023-10-01 00:00:00,2024-05-01 00:00:00
571,191,Safety,Maintain a stable and safe environment,"Caring, Teaching",4.2,2023-11-01,On Hold,2023-05-24,2023-04-01 00:00:00,2023-12-01 00:00:00
572,191,Education,Improve participation and course completion,"Caring, Teaching",0.85,2023-11-01,On Hold,2023-06-16,2023-04-01 00:00:00,2023-12-01 00:00:00
573,191,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Caring",4.2,2023-11-01,In Progress,2023-08-10,2023-04-01 00:00:00,2023-12-01 00:00:00
574,192,Safety,Maintain a stable and safe environment,"Healing, Teaching, Caring",4.2,2025-04-01,In Progress,2024-12-31,2024-06-01 00:00:00,2025-05-01 00:00:00
575,192,Education,Improve participation and course completion,Healing,0.85,2025-04-01,Achieved,2024-11-16,2024-06-01 00:00:00,2025-05-01 00:00:00
576,192,Physical Health,Improve nutrition and overall wellbeing,Teaching,4.2,2025-04-01,Achieved,2024-12-19,2024-06-01 00:00:00,2025-05-01 00:00:00
577,193,Safety,Maintain a stable and safe environment,"Healing, Legal Services, Teaching",4.2,2023-06-01,In Progress,,2023-02-01 00:00:00,2023-07-01 00:00:00
578,193,Education,Improve participation and course completion,"Healing, Teaching, Legal Services",0.85,2023-06-01,In Progress,2023-04-25,2023-02-01 00:00:00,2023-07-01 00:00:00
579,193,Physical Health,Improve nutrition and overall wellbeing,"Healing, Legal Services, Teaching",4.2,2023-06-01,Open,,2023-02-01 00:00:00,2023-07-01 00:00:00
580,194,Safety,Maintain a stable and safe environment,"Teaching, Caring",4.2,2025-07-01,In Progress,2025-01-05,2025-01-01 00:00:00,2025-08-01 00:00:00
581,194,Education,Improve participation and course completion,"Healing, Teaching, Caring",0.85,2025-07-01,Achieved,2025-01-03,2025-01-01 00:00:00,2025-08-01 00:00:00
582,194,Physical Health,Improve nutrition and overall wellbeing,"Healing, Legal Services, Teaching",4.2,2025-07-01,Achieved,2025-07-21,2025-01-01 00:00:00,2025-08-01 00:00:00
583,195,Safety,Maintain a stable and safe environment,"Teaching, Healing",4.2,2025-08-01,In Progress,2025-04-10,2024-10-01 00:00:00,2025-09-01 00:00:00
584,195,Education,Improve participation and course completion,"Legal Services, Teaching, Healing",0.85,2025-08-01,In Progress,2025-08-23,2024-10-01 00:00:00,2025-09-01 00:00:00
585,195,Physical Health,Improve nutrition and overall wellbeing,"Caring, Legal Services, Teaching",4.2,2025-08-01,On Hold,2025-01-29,2024-10-01 00:00:00,2025-09-01 00:00:00
586,196,Safety,Maintain a stable and safe environment,"Legal Services, Teaching",4.2,2023-10-01,Achieved,2023-09-07,2023-06-01 00:00:00,2023-11-01 00:00:00
587,196,Education,Improve participation and course completion,"Healing, Caring",0.85,2023-10-01,In Progress,,2023-06-01 00:00:00,2023-11-01 00:00:00
588,196,Physical Health,Improve nutrition and overall wellbeing,"Caring, Teaching",4.2,2023-10-01,Achieved,2023-09-25,2023-06-01 00:00:00,2023-11-01 00:00:00
589,197,Safety,Maintain a stable and safe environment,"Legal Services, Healing, Caring",4.2,2025-08-01,On Hold,2025-02-26,2025-01-01 00:00:00,2025-09-01 00:00:00
590,197,Education,Improve participation and course completion,"Legal Services, Caring",0.85,2025-08-01,Achieved,2025-06-20,2025-01-01 00:00:00,2025-09-01 00:00:00
591,197,Physical Health,Improve nutrition and overall wellbeing,"Caring, Teaching, Healing",4.2,2025-08-01,In Progress,,2025-01-01 00:00:00,2025-09-01 00:00:00
592,198,Safety,Maintain a stable and safe environment,"Legal Services, Caring",4.2,2024-06-01,Open,2024-01-09,2023-12-01 00:00:00,2024-07-01 00:00:00
593,198,Education,Improve participation and course completion,"Caring, Healing",0.85,2024-06-01,Open,,2023-12-01 00:00:00,2024-07-01 00:00:00
594,198,Physical Health,Improve nutrition and overall wellbeing,"Healing, Legal Services",4.2,2024-06-01,In Progress,2024-03-19,2023-12-01 00:00:00,2024-07-01 00:00:00
595,199,Safety,Maintain a stable and safe environment,Caring,4.2,2024-05-01,In Progress,2024-05-19,2024-01-01 00:00:00,2024-06-01 00:00:00
596,199,Education,Improve participation and course completion,Caring,0.85,2024-05-01,On Hold,2024-03-16,2024-01-01 00:00:00,2024-06-01 00:00:00
597,199,Physical Health,Improve nutrition and overall wellbeing,Legal Services,4.2,2024-05-01,Open,,2024-01-01 00:00:00,2024-06-01 00:00:00
598,200,Safety,Maintain a stable and safe environment,"Caring, Teaching, Legal Services",4.2,2025-10-01,Open,,2025-03-01 00:00:00,2025-11-01 00:00:00
599,200,Education,Improve participation and course completion,"Caring, Healing",0.85,2025-10-01,Open,2025-03-21,2025-03-01 00:00:00,2025-11-01 00:00:00
600,200,Physical Health,Improve nutrition and overall wellbeing,"Caring, Teaching, Legal Services",4.2,2025-10-01,On Hold,,2025-03-01 00:00:00,2025-11-01 00:00:00
601,201,Safety,Maintain a stable and safe environment,"Caring, Legal Services, Teaching",4.2,2024-04-01,In Progress,,2023-10-01 00:00:00,2024-05-01 00:00:00
602,201,Education,Improve participation and course completion,Caring,0.85,2024-04-01,In Progress,2023-11-23,2023-10-01 00:00:00,2024-05-01 00:00:00
603,201,Physical Health,Improve nutrition and overall wellbeing,"Caring, Healing",4.2,2024-04-01,Achieved,2024-02-02,2023-10-01 00:00:00,2024-05-01 00:00:00
604,202,Safety,Maintain a stable and safe environment,Healing,4.2,2023-11-01,Open,,2023-05-01 00:00:00,2023-12-01 00:00:00
605,202,Education,Improve participation and course completion,"Teaching, Caring, Legal Services",0.85,2023-11-01,In Progress,2023-10-06,2023-05-01 00:00:00,2023-12-01 00:00:00
606,202,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Healing, Teaching",4.2,2023-11-01,Open,,2023-05-01 00:00:00,2023-12-01 00:00:00
607,203,Safety,Maintain a stable and safe environment,"Caring, Teaching",4.2,2023-11-01,In Progress,2023-09-16,2023-02-01 00:00:00,2023-12-01 00:00:00
608,203,Education,Improve participation and course completion,Teaching,0.85,2023-11-01,Closed,2023-09-23,2023-02-01 00:00:00,2023-12-01 00:00:00
609,203,Physical Health,Improve nutrition and overall wellbeing,"Caring, Legal Services",4.2,2023-11-01,In Progress,,2023-02-01 00:00:00,2023-12-01 00:00:00
610,204,Safety,Maintain a stable and safe environment,Caring,4.2,2025-04-01,Achieved,2025-03-14,2024-11-01 00:00:00,2025-05-01 00:00:00
611,204,Education,Improve participation and course completion,"Teaching, Healing",0.85,2025-04-01,Open,2025-01-02,2024-11-01 00:00:00,2025-05-01 00:00:00
612,204,Physical Health,Improve nutrition and overall wellbeing,"Healing, Legal Services",4.2,2025-04-01,In Progress,2024-11-30,2024-11-01 00:00:00,2025-05-01 00:00:00
613,205,Safety,Maintain a stable and safe environment,"Healing, Legal Services, Caring",4.2,2024-04-01,In Progress,2024-03-20,2023-06-01 00:00:00,2024-05-01 00:00:00
614,205,Education,Improve participation and course completion,Healing,0.85,2024-04-01,Achieved,2024-04-10,2023-06-01 00:00:00,2024-05-01 00:00:00
615,205,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Caring, Legal Services",4.2,2024-04-01,Closed,2023-12-12,2023-06-01 00:00:00,2024-05-01 00:00:00
616,206,Safety,Maintain a stable and safe environment,"Legal Services, Teaching, Caring",4.2,2024-01-01,In Progress,2023-09-30,2023-07-01 00:00:00,2024-02-01 00:00:00
617,206,Education,Improve participation and course completion,Healing,0.85,2024-01-01,In Progress,2023-12-13,2023-07-01 00:00:00,2024-02-01 00:00:00
618,206,Physical Health,Improve nutrition and overall wellbeing,Healing,4.2,2024-01-01,On Hold,2023-10-28,2023-07-01 00:00:00,2024-02-01 00:00:00
619,207,Safety,Maintain a stable and safe environment,"Teaching, Healing, Legal Services",4.2,2025-11-01,Achieved,2025-10-26,2025-03-01 00:00:00,2025-12-01 00:00:00
620,207,Education,Improve participation and course completion,Healing,0.85,2025-11-01,Achieved,2025-08-28,2025-03-01 00:00:00,2025-12-01 00:00:00
621,207,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Healing, Caring",4.2,2025-11-01,Achieved,2025-11-07,2025-03-01 00:00:00,2025-12-01 00:00:00
622,208,Safety,Maintain a stable and safe environment,Teaching,4.2,2024-09-01,In Progress,2024-08-12,2023-11-01 00:00:00,2024-10-01 00:00:00
623,208,Education,Improve participation and course completion,"Healing, Caring, Legal Services",0.85,2024-09-01,On Hold,2024-03-04,2023-11-01 00:00:00,2024-10-01 00:00:00
624,208,Physical Health,Improve nutrition and overall wellbeing,Teaching,4.2,2024-09-01,Achieved,,2023-11-01 00:00:00,2024-10-01 00:00:00
625,209,Safety,Maintain a stable and safe environment,"Healing, Teaching",4.2,2023-07-01,Open,,2023-03-01 00:00:00,2023-08-01 00:00:00
626,209,Education,Improve participation and course completion,"Teaching, Caring, Healing",0.85,2023-07-01,On Hold,,2023-03-01 00:00:00,2023-08-01 00:00:00
627,209,Physical Health,Improve nutrition and overall wellbeing,"Caring, Teaching",4.2,2023-07-01,Open,,2023-03-01 00:00:00,2023-08-01 00:00:00
628,210,Safety,Maintain a stable and safe environment,"Caring, Teaching, Healing",4.2,2024-10-01,In Progress,,2024-01-01 00:00:00,2024-11-01 00:00:00
629,210,Education,Improve participation and course completion,Legal Services,0.85,2024-10-01,In Progress,2024-10-02,2024-01-01 00:00:00,2024-11-01 00:00:00
630,210,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Healing, Caring",4.2,2024-10-01,In Progress,,2024-01-01 00:00:00,2024-11-01 00:00:00
631,211,Safety,Maintain a stable and safe environment,"Healing, Teaching, Legal Services",4.2,2024-04-01,On Hold,2024-04-29,2023-09-01 00:00:00,2024-05-01 00:00:00
632,211,Education,Improve participation and course completion,"Caring, Teaching",0.85,2024-04-01,In Progress,2023-10-15,2023-09-01 00:00:00,2024-05-01 00:00:00
633,211,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching",4.2,2024-04-01,In Progress,,2023-09-01 00:00:00,2024-05-01 00:00:00
634,212,Safety,Maintain a stable and safe environment,"Teaching, Legal Services",4.2,2025-09-01,In Progress,,2025-02-01 00:00:00,2025-10-01 00:00:00
635,212,Education,Improve participation and course completion,"Healing, Caring, Legal Services",0.85,2025-09-01,Achieved,2025-09-22,2025-02-01 00:00:00,2025-10-01 00:00:00
636,212,Physical Health,Improve nutrition and overall wellbeing,Healing,4.2,2025-09-01,On Hold,2025-06-25,2025-02-01 00:00:00,2025-10-01 00:00:00
637,213,Safety,Maintain a stable and safe environment,"Legal Services, Healing",4.2,2025-06-01,Achieved,,2024-12-01 00:00:00,2025-07-01 00:00:00
638,213,Education,Improve participation and course completion,Caring,0.85,2025-06-01,In Progress,,2024-12-01 00:00:00,2025-07-01 00:00:00
639,213,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching, Legal Services",4.2,2025-06-01,In Progress,,2024-12-01 00:00:00,2025-07-01 00:00:00
640,214,Safety,Maintain a stable and safe environment,"Caring, Healing, Teaching",4.2,2024-04-01,On Hold,,2023-07-01 00:00:00,2024-05-01 00:00:00
641,214,Education,Improve participation and course completion,"Healing, Legal Services, Teaching",0.85,2024-04-01,On Hold,2023-12-26,2023-07-01 00:00:00,2024-05-01 00:00:00
642,214,Physical Health,Improve nutrition and overall wellbeing,"Healing, Legal Services",4.2,2024-04-01,In Progress,2023-11-13,2023-07-01 00:00:00,2024-05-01 00:00:00
643,215,Safety,Maintain a stable and safe environment,Healing,4.2,2025-04-01,On Hold,2024-12-18,2024-08-01 00:00:00,2025-05-01 00:00:00
644,215,Education,Improve participation and course completion,"Teaching, Healing",0.85,2025-04-01,Closed,,2024-08-01 00:00:00,2025-05-01 00:00:00
645,215,Physical Health,Improve nutrition and overall wellbeing,Teaching,4.2,2025-04-01,On Hold,2024-10-15,2024-08-01 00:00:00,2025-05-01 00:00:00
646,216,Safety,Maintain a stable and safe environment,Teaching,4.2,2023-07-01,In Progress,2023-03-20,2023-03-01 00:00:00,2023-08-01 00:00:00
647,216,Education,Improve participation and course completion,"Teaching, Caring, Healing",0.85,2023-07-01,In Progress,2023-03-06,2023-03-01 00:00:00,2023-08-01 00:00:00
648,216,Physical Health,Improve nutrition and overall wellbeing,Teaching,4.2,2023-07-01,In Progress,,2023-03-01 00:00:00,2023-08-01 00:00:00
649,217,Safety,Maintain a stable and safe environment,"Healing, Teaching",4.2,2024-11-01,In Progress,,2024-01-01 00:00:00,2024-12-01 00:00:00
650,217,Education,Improve participation and course completion,"Teaching, Caring, Healing",0.85,2024-11-01,In Progress,2024-05-05,2024-01-01 00:00:00,2024-12-01 00:00:00
651,217,Physical Health,Improve nutrition and overall wellbeing,"Caring, Healing",4.2,2024-11-01,In Progress,,2024-01-01 00:00:00,2024-12-01 00:00:00
652,218,Safety,Maintain a stable and safe environment,"Teaching, Caring, Healing",4.2,2024-12-01,In Progress,2024-12-01,2024-04-01 00:00:00,2025-01-01 00:00:00
653,218,Education,Improve participation and course completion,"Caring, Teaching",0.85,2024-12-01,Open,,2024-04-01 00:00:00,2025-01-01 00:00:00
654,218,Physical Health,Improve nutrition and overall wellbeing,Healing,4.2,2024-12-01,On Hold,2024-07-20,2024-04-01 00:00:00,2025-01-01 00:00:00
655,219,Safety,Maintain a stable and safe environment,Caring,4.2,2025-07-01,Achieved,2025-05-03,2024-10-01 00:00:00,2025-08-01 00:00:00
656,219,Education,Improve participation and course completion,Teaching,0.85,2025-07-01,Achieved,2025-05-13,2024-10-01 00:00:00,2025-08-01 00:00:00
657,219,Physical Health,Improve nutrition and overall wellbeing,Legal Services,4.2,2025-07-01,On Hold,2025-07-04,2024-10-01 00:00:00,2025-08-01 00:00:00
658,220,Safety,Maintain a stable and safe environment,"Teaching, Healing, Caring",4.2,2026-01-01,In Progress,,2025-03-01 00:00:00,2026-02-01 00:00:00
659,220,Education,Improve participation and course completion,Teaching,0.85,2026-01-01,Open,2025-10-19,2025-03-01 00:00:00,2026-02-01 00:00:00
660,220,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching",4.2,2026-01-01,Open,2025-06-02,2025-03-01 00:00:00,2026-02-01 00:00:00
661,221,Safety,Maintain a stable and safe environment,Legal Services,3.6,2024-10-01,In Progress,2024-10-26,2024-04-01 00:00:00,2024-11-01 00:00:00
662,221,Education,Improve participation and course completion,"Legal Services, Teaching",0.65,2024-10-01,In Progress,2024-07-15,2024-04-01 00:00:00,2024-11-01 00:00:00
663,221,Physical Health,Improve nutrition and overall wellbeing,"Caring, Legal Services",3.6,2024-10-01,In Progress,2024-04-13,2024-04-01 00:00:00,2024-11-01 00:00:00
664,222,Safety,Maintain a stable and safe environment,"Legal Services, Caring, Healing",4.2,2025-05-01,In Progress,2025-05-31,2024-12-01 00:00:00,2025-06-01 00:00:00
665,222,Education,Improve participation and course completion,"Healing, Caring, Legal Services",0.85,2025-05-01,In Progress,2025-03-08,2024-12-01 00:00:00,2025-06-01 00:00:00
666,222,Physical Health,Improve nutrition and overall wellbeing,"Caring, Legal Services",4.2,2025-05-01,Open,2025-04-26,2024-12-01 00:00:00,2025-06-01 00:00:00
667,223,Safety,Maintain a stable and safe environment,"Legal Services, Teaching, Caring",4.2,2024-12-01,On Hold,,2024-07-01 00:00:00,2025-01-01 00:00:00
668,223,Education,Improve participation and course completion,"Caring, Healing, Teaching",0.85,2024-12-01,In Progress,,2024-07-01 00:00:00,2025-01-01 00:00:00
669,223,Physical Health,Improve nutrition and overall wellbeing,"Caring, Healing",4.2,2024-12-01,On Hold,2024-09-03,2024-07-01 00:00:00,2025-01-01 00:00:00
670,224,Safety,Maintain a stable and safe environment,"Healing, Caring",3.6,2024-04-01,On Hold,2024-04-09,2023-09-01 00:00:00,2024-05-01 00:00:00
671,224,Education,Improve participation and course completion,"Healing, Teaching",0.65,2024-04-01,Open,2023-11-23,2023-09-01 00:00:00,2024-05-01 00:00:00
672,224,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Caring, Legal Services",3.6,2024-04-01,Open,2024-04-30,2023-09-01 00:00:00,2024-05-01 00:00:00
673,225,Safety,Maintain a stable and safe environment,Teaching,4.2,2023-09-01,On Hold,2023-09-25,2023-02-01 00:00:00,2023-10-01 00:00:00
674,225,Education,Improve participation and course completion,"Teaching, Legal Services",0.85,2023-09-01,In Progress,,2023-02-01 00:00:00,2023-10-01 00:00:00
675,225,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Legal Services",4.2,2023-09-01,On Hold,2023-07-02,2023-02-01 00:00:00,2023-10-01 00:00:00
676,226,Safety,Maintain a stable and safe environment,"Healing, Caring",4.2,2024-07-01,On Hold,2024-04-26,2024-01-01 00:00:00,2024-08-01 00:00:00
677,226,Education,Improve participation and course completion,"Healing, Caring",0.85,2024-07-01,In Progress,,2024-01-01 00:00:00,2024-08-01 00:00:00
678,226,Physical Health,Improve nutrition and overall wellbeing,Teaching,4.2,2024-07-01,Open,2024-07-27,2024-01-01 00:00:00,2024-08-01 00:00:00
679,227,Safety,Maintain a stable and safe environment,Caring,4.2,2024-02-01,Achieved,2023-07-25,2023-07-01 00:00:00,2024-03-01 00:00:00
680,227,Education,Improve participation and course completion,Caring,0.85,2024-02-01,Open,2023-08-21,2023-07-01 00:00:00,2024-03-01 00:00:00
681,227,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching, Legal Services",4.2,2024-02-01,On Hold,2023-10-27,2023-07-01 00:00:00,2024-03-01 00:00:00
682,228,Safety,Maintain a stable and safe environment,Legal Services,4.2,2025-01-01,Achieved,2024-08-03,2024-08-01 00:00:00,2025-02-01 00:00:00
683,228,Education,Improve participation and course completion,"Legal Services, Caring",0.85,2025-01-01,Achieved,2024-10-28,2024-08-01 00:00:00,2025-02-01 00:00:00
684,228,Physical Health,Improve nutrition and overall wellbeing,"Healing, Teaching",4.2,2025-01-01,Open,2024-11-03,2024-08-01 00:00:00,2025-02-01 00:00:00
685,229,Safety,Maintain a stable and safe environment,"Teaching, Legal Services, Caring",4.2,2024-10-01,On Hold,2024-09-15,2024-05-01 00:00:00,2024-11-01 00:00:00
686,229,Education,Improve participation and course completion,"Legal Services, Healing",0.85,2024-10-01,On Hold,2024-09-27,2024-05-01 00:00:00,2024-11-01 00:00:00
687,229,Physical Health,Improve nutrition and overall wellbeing,Teaching,4.2,2024-10-01,In Progress,2024-08-08,2024-05-01 00:00:00,2024-11-01 00:00:00
688,230,Safety,Maintain a stable and safe environment,"Teaching, Caring",4.2,2023-11-01,In Progress,2023-10-01,2023-01-01 00:00:00,2023-12-01 00:00:00
689,230,Education,Improve participation and course completion,Legal Services,0.85,2023-11-01,In Progress,2023-01-15,2023-01-01 00:00:00,2023-12-01 00:00:00
690,230,Physical Health,Improve nutrition and overall wellbeing,"Teaching, Healing",4.2,2023-11-01,Open,2023-11-24,2023-01-01 00:00:00,2023-12-01 00:00:00
691,231,Safety,Maintain a stable and safe environment,Caring,4.2,2024-08-01,In Progress,2024-05-05,2024-04-01 00:00:00,2024-09-01 00:00:00
692,231,Education,Improve participation and course completion,"Healing, Teaching",0.85,2024-08-01,In Progress,2024-06-27,2024-04-01 00:00:00,2024-09-01 00:00:00
693,231,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Caring, Healing",4.2,2024-08-01,Achieved,2024-07-22,2024-04-01 00:00:00,2024-09-01 00:00:00
694,232,Safety,Maintain a stable and safe environment,"Caring, Legal Services, Teaching",4.2,2024-07-01,In Progress,2024-02-26,2024-02-01 00:00:00,2024-08-01 00:00:00
695,232,Education,Improve participation and course completion,"Legal Services, Caring, Teaching",0.85,2024-07-01,In Progress,2024-05-13,2024-02-01 00:00:00,2024-08-01 00:00:00
696,232,Physical Health,Improve nutrition and overall wellbeing,"Healing, Caring",4.2,2024-07-01,On Hold,2024-02-09,2024-02-01 00:00:00,2024-08-01 00:00:00
697,233,Safety,Maintain a stable and safe environment,Teaching,4.2,2024-08-01,Open,2024-08-21,2023-10-01 00:00:00,2024-09-01 00:00:00
698,233,Education,Improve participation and course completion,"Caring, Legal Services",0.85,2024-08-01,In Progress,2024-01-31,2023-10-01 00:00:00,2024-09-01 00:00:00
699,233,Physical Health,Improve nutrition and overall wellbeing,"Legal Services, Healing",4.2,2024-08-01,Open,2024-07-21,2023-10-01 00:00:00,2024-09-01 00:00:00
700,234,Safety,Maintain a stable and safe environment,"Legal Services, Teaching, Caring",4.2,2024-02-01,In Progress,2023-10-10,2023-04-01 00:00:00,2024-03-01 00:00:00
701,234,Education,Improve participation and course completion,"Caring, Teaching, Healing",0.85,2024-02-01,Open,,2023-04-01 00:00:00,2024-03-01 00:00:00
702,234,Physical Health,Improve nutrition and overall wellbeing,Healing,4.2,2024-02-01,In Progress,2023-10-07,2023-04-01 00:00:00,2024-03-01 00:00:00
703,235,Safety,Maintain a stable and safe environment,"Healing, Legal Services, Teaching",4.2,2025-09-01,On Hold,2025-04-24,2025-04-01 00:00:00,2025-10-01 00:00:00
